dep;jour;n_dose1;n_complet;n_cum_dose1;n_cum_complet;couv_dose1;couv_complet
17;2021-05-14;3032;2396;226743;115051;35.0;17.8
17;2021-05-15;2128;657;228871;115708;35.4;17.9
17;2021-05-16;1734;318;230605;116026;35.6;17.9
17;2021-05-17;4288;1998;234893;118024;36.3;18.2
17;2021-05-18;4746;1637;239639;119661;37.0;18.5
17;2021-05-19;5070;1281;244709;120942;37.8;18.7
17;2021-05-20;4943;1945;249652;122887;38.6;19.0
17;2021-05-21;4998;1951;254650;124838;39.4;19.3
17;2021-05-22;2392;532;257042;125370;39.7;19.4
17;2021-05-23;1899;128;258941;125498;40.0;19.4
17;2021-05-24;1426;210;260367;125708;40.2;19.4
17;2021-05-25;4030;1770;264397;127478;40.9;19.7
17;2021-05-26;4367;2038;268764;129516;41.5;20.0
17;2021-05-27;5216;2136;273980;131652;42.3;20.3
17;2021-05-28;4468;3429;278448;135081;43.0;20.9
17;2021-05-29;1561;1702;280009;136783;43.3;21.1
17;2021-05-30;857;411;280866;137194;43.4;21.2
17;2021-05-31;2946;3011;283812;140205;43.9;21.7
17;2021-06-01;4296;2923;288108;143128;44.5;22.1
17;2021-06-02;4202;3171;292310;146299;45.2;22.6
17;2021-06-03;5055;3155;297365;149454;46.0;23.1
17;2021-06-04;4516;3850;301881;153304;46.7;23.7
17;2021-06-05;1991;1597;303872;154901;47.0;23.9
17;2021-06-06;851;733;304723;155634;47.1;24.1
17;2021-06-07;3139;4340;307862;159974;47.6;24.7
17;2021-06-08;3790;4496;311652;164470;48.2;25.4
17;2021-06-09;4346;3052;315998;167522;48.8;25.9
17;2021-06-10;4929;2791;320927;170313;49.6;26.3
17;2021-06-11;4794;3685;325721;173998;50.3;26.9
17;2021-06-12;1812;1392;327533;175390;50.6;27.1
17;2021-06-13;612;415;328145;175805;50.7;27.2
17;2021-06-14;2834;4537;330979;180342;51.1;27.9
17;2021-06-15;3623;4377;334602;184719;51.7;28.5
17;2021-06-16;4132;3691;338734;188410;52.3;29.1
17;2021-06-17;4368;4113;343102;192523;53.0;29.8
17;2021-06-18;4055;4439;347157;196962;53.6;30.4
17;2021-06-19;1450;1989;348607;198951;53.9;30.7
17;2021-06-20;595;1035;349202;199986;54.0;30.9
17;2021-06-21;2562;4373;351764;204359;54.4;31.6
17;2021-06-22;3530;4451;355294;208810;54.9;32.3
17;2021-06-23;3796;3993;359090;212803;55.5;32.9
17;2021-06-24;3600;3954;362690;216757;56.1;33.5
17;2021-06-25;2719;4987;365409;221744;56.5;34.3
17;2021-06-26;906;2335;366315;224079;56.6;34.6
17;2021-06-27;396;1902;366711;225981;56.7;34.9
17;2021-06-28;1523;5414;368234;231395;56.9;35.8
17;2021-06-29;1684;5894;369918;237289;57.2;36.7
17;2021-06-30;2029;5547;371947;242836;57.5;37.5
17;2021-07-01;2265;5559;374212;248395;57.8;38.4
17;2021-07-02;2487;5983;376699;254378;58.2;39.3
17;2021-07-03;627;2545;377326;256923;58.3;39.7
17;2021-07-04;155;1250;377481;258173;58.3;39.9
17;2021-07-05;1891;5179;379372;263352;58.6;40.7
17;2021-07-06;2133;5600;381505;268952;59.0;41.6
17;2021-07-07;2408;5497;383913;274449;59.3;42.4
17;2021-07-08;2915;5443;386828;279892;59.8;43.3
17;2021-07-09;2526;6072;389354;285964;60.2;44.2
17;2021-07-10;828;2473;390182;288437;60.3;44.6
17;2021-07-11;380;907;390562;289344;60.4;44.7
17;2021-07-12;2007;5619;392569;294963;60.7;45.6
17;2021-07-13;2373;6719;394942;301682;61.0;46.6
17;2021-07-14;71;71;395013;301753;61.0;46.6
17;2021-07-15;2191;6861;397204;308614;61.4;47.7
17;2021-07-16;2779;6968;399983;315582;61.8;48.8
17;2021-07-17;1051;2275;401034;317857;62.0;49.1
17;2021-07-18;313;1037;401347;318894;62.0;49.3
17;2021-07-19;2635;5910;403982;324804;62.4;50.2
17;2021-07-20;3320;6313;407302;331117;62.9;51.2
17;2021-07-21;3803;6026;411105;337143;63.5;52.1
17;2021-07-22;4251;6274;415356;343417;64.2;53.1
17;2021-07-23;3899;6568;419255;349985;64.8;54.1
17;2021-07-24;2068;1400;421323;351385;65.1;54.3
17;2021-07-25;1043;416;422366;351801;65.3;54.4
17;2021-07-26;3740;5424;426106;357225;65.9;55.2
17;2021-07-27;4730;5438;430836;362663;66.6;56.0
17;2021-07-28;5217;5172;436053;367835;67.4;56.8
17;2021-07-29;5167;5342;441220;373177;68.2;57.7
17;2021-07-30;5508;5567;446728;378744;69.0;58.5
17;2021-07-31;2119;1213;448847;379957;69.4;58.7
17;2021-08-01;1095;359;449942;380316;69.5;58.8
17;2021-08-02;4621;4392;454563;384708;70.2;59.5
17;2021-08-03;5764;4163;460327;388871;71.1;60.1
17;2021-08-04;6195;3376;466522;392247;72.1;60.6
17;2021-08-05;6385;3149;472907;395396;73.1;61.1
17;2021-08-06;5890;3603;478797;398999;74.0;61.7
17;2021-08-07;1987;869;480784;399868;74.3;61.8
17;2021-08-08;977;219;481761;400087;74.5;61.8
17;2021-08-09;3921;3696;485682;403783;75.1;62.4
17;2021-08-10;5078;3491;490760;407274;75.8;62.9
17;2021-08-11;4911;3810;495671;411084;76.6;63.5
17;2021-08-12;4890;3958;500561;415042;77.4;64.1
17;2021-08-13;4515;4145;505076;419187;78.1;64.8
17;2021-08-14;1238;1385;506314;420572;78.2;65.0
17;2021-08-15;406;376;506720;420948;78.3;65.1
17;2021-08-16;2838;4066;509558;425014;78.7;65.7
17;2021-08-17;3041;4289;512599;429303;79.2;66.3
17;2021-08-18;2618;4550;515217;433853;79.6;67.0
17;2021-08-19;2718;4376;517935;438229;80.0;67.7
17;2021-08-20;2478;5027;520413;443256;80.4;68.5
17;2021-08-21;683;1354;521096;444610;80.5;68.7
17;2021-08-22;215;457;521311;445067;80.6;68.8
17;2021-08-23;1976;4954;523287;450021;80.9;69.5
17;2021-08-24;1936;5094;525223;455115;81.2;70.3
17;2021-08-25;1656;5504;526879;460619;81.4;71.2
17;2021-08-26;1599;5761;528478;466380;81.7;72.1
17;2021-08-27;1543;5950;530021;472330;81.9;73.0
17;2021-08-28;517;1453;530538;473783;82.0;73.2
17;2021-08-29;87;575;530625;474358;82.0;73.3
17;2021-08-30;1425;5110;532050;479468;82.2;74.1
17;2021-08-31;1325;5348;533375;484816;82.4;74.9
17;2021-09-01;1193;5113;534568;489929;82.6;75.7
17;2021-09-02;1134;4549;535702;494478;82.8;76.4
17;2021-09-03;1157;5333;536859;499811;83.0;77.2
17;2021-09-04;281;971;537140;500782;83.0;77.4
17;2021-09-05;53;138;537193;500920;83.0;77.4
17;2021-09-06;720;3727;537913;504647;83.1;78.0
17;2021-09-07;706;3266;538619;507913;83.2;78.5
17;2021-09-08;819;4144;539438;512057;83.4;79.1
18;2020-12-27;0;0;0;0;0.0;0.0
18;2020-12-28;0;0;0;0;0.0;0.0
18;2020-12-29;0;0;0;0;0.0;0.0
18;2020-12-30;1;0;1;0;0.0;0.0
18;2020-12-31;0;0;1;0;0.0;0.0
18;2021-01-01;0;0;1;0;0.0;0.0
18;2021-01-02;0;0;1;0;0.0;0.0
18;2021-01-03;0;0;1;0;0.0;0.0
18;2021-01-04;3;0;4;0;0.0;0.0
18;2021-01-05;0;0;4;0;0.0;0.0
18;2021-01-06;1;0;5;0;0.0;0.0
18;2021-01-07;30;1;35;1;0.0;0.0
18;2021-01-08;65;0;100;1;0.0;0.0
18;2021-01-09;225;0;325;1;0.1;0.0
18;2021-01-10;146;0;471;1;0.2;0.0
18;2021-01-11;170;1;641;2;0.2;0.0
18;2021-01-12;372;0;1013;2;0.3;0.0
18;2021-01-13;270;1;1283;3;0.4;0.0
18;2021-01-14;269;2;1552;5;0.5;0.0
18;2021-01-15;332;2;1884;7;0.6;0.0
18;2021-01-16;288;3;2172;10;0.7;0.0
18;2021-01-17;1;0;2173;10;0.7;0.0
18;2021-01-18;291;0;2464;10;0.8;0.0
18;2021-01-19;1374;2;3838;12;1.3;0.0
18;2021-01-20;1239;2;5077;14;1.7;0.0
18;2021-01-21;965;0;6042;14;2.0;0.0
18;2021-01-22;780;2;6822;16;2.3;0.0
18;2021-01-23;249;2;7071;18;2.4;0.0
18;2021-01-24;0;0;7071;18;2.4;0.0
18;2021-01-25;509;0;7580;18;2.6;0.0
18;2021-01-26;395;1;7975;19;2.7;0.0
18;2021-01-27;390;2;8365;21;2.8;0.0
18;2021-01-28;566;8;8931;29;3.0;0.0
18;2021-01-29;491;72;9422;101;3.2;0.0
18;2021-01-30;432;141;9854;242;3.3;0.1
18;2021-01-31;82;102;9936;344;3.4;0.1
18;2021-02-01;328;123;10264;467;3.5;0.2
18;2021-02-02;507;232;10771;699;3.6;0.2
18;2021-02-03;398;203;11169;902;3.8;0.3
18;2021-02-04;630;226;11799;1128;4.0;0.4
18;2021-02-05;448;185;12247;1313;4.1;0.4
18;2021-02-06;283;92;12530;1405;4.2;0.5
18;2021-02-07;108;1;12638;1406;4.3;0.5
18;2021-02-08;268;199;12906;1605;4.4;0.5
18;2021-02-09;583;770;13489;2375;4.6;0.8
18;2021-02-10;741;672;14230;3047;4.8;1.0
18;2021-02-11;655;430;14885;3477;5.0;1.2
18;2021-02-12;502;312;15387;3789;5.2;1.3
18;2021-02-13;286;109;15673;3898;5.3;1.3
18;2021-02-14;364;97;16037;3995;5.4;1.3
18;2021-02-15;378;329;16415;4324;5.5;1.5
18;2021-02-16;399;351;16814;4675;5.7;1.6
18;2021-02-17;403;406;17217;5081;5.8;1.7
18;2021-02-18;344;480;17561;5561;5.9;1.9
18;2021-02-19;472;260;18033;5821;6.1;2.0
18;2021-02-20;721;206;18754;6027;6.3;2.0
18;2021-02-21;316;4;19070;6031;6.4;2.0
18;2021-02-22;217;316;19287;6347;6.5;2.1
18;2021-02-23;204;294;19491;6641;6.6;2.2
18;2021-02-24;241;221;19732;6862;6.7;2.3
18;2021-02-25;293;475;20025;7337;6.8;2.5
18;2021-02-26;582;209;20607;7546;7.0;2.5
18;2021-02-27;510;362;21117;7908;7.1;2.7
18;2021-02-28;7;68;21124;7976;7.1;2.7
18;2021-03-01;236;364;21360;8340;7.2;2.8
18;2021-03-02;284;489;21644;8829;7.3;3.0
18;2021-03-03;346;557;21990;9386;7.4;3.2
18;2021-03-04;475;547;22465;9933;7.6;3.4
18;2021-03-05;524;347;22989;10280;7.8;3.5
18;2021-03-06;1071;329;24060;10609;8.1;3.6
18;2021-03-07;7;139;24067;10748;8.1;3.6
18;2021-03-08;335;341;24402;11089;8.2;3.7
18;2021-03-09;410;354;24812;11443;8.4;3.9
18;2021-03-10;422;444;25234;11887;8.5;4.0
18;2021-03-11;518;409;25752;12296;8.7;4.1
18;2021-03-12;704;299;26456;12595;8.9;4.2
18;2021-03-13;1164;245;27620;12840;9.3;4.3
18;2021-03-14;301;214;27921;13054;9.4;4.4
18;2021-03-15;492;372;28413;13426;9.6;4.5
18;2021-03-16;392;310;28805;13736;9.7;4.6
18;2021-03-17;383;410;29188;14146;9.8;4.8
18;2021-03-18;512;223;29700;14369;10.0;4.8
18;2021-03-19;755;225;30455;14594;10.3;4.9
18;2021-03-20;986;618;31441;15212;10.6;5.1
18;2021-03-21;308;305;31749;15517;10.7;5.2
18;2021-03-22;603;294;32352;15811;10.9;5.3
18;2021-03-23;706;290;33058;16101;11.2;5.4
18;2021-03-24;1051;297;34109;16398;11.5;5.5
18;2021-03-25;1049;300;35158;16698;11.9;5.6
18;2021-03-26;1210;349;36368;17047;12.3;5.8
18;2021-03-27;1489;321;37857;17368;12.8;5.9
18;2021-03-28;215;0;38072;17368;12.8;5.9
18;2021-03-29;1102;198;39174;17566;13.2;5.9
18;2021-03-30;1084;302;40258;17868;13.6;6.0
18;2021-03-31;1305;253;41563;18121;14.0;6.1
18;2021-04-01;1377;347;42940;18468;14.5;6.2
18;2021-04-02;1229;311;44169;18779;14.9;6.3
18;2021-04-03;581;181;44750;18960;15.1;6.4
18;2021-04-04;71;5;44821;18965;15.1;6.4
18;2021-04-05;199;0;45020;18965;15.2;6.4
18;2021-04-06;1027;352;46047;19317;15.5;6.5
18;2021-04-07;1322;363;47369;19680;16.0;6.6
18;2021-04-08;1692;347;49061;20027;16.6;6.8
18;2021-04-09;1833;281;50894;20308;17.2;6.9
18;2021-04-10;2633;652;53527;20960;18.1;7.1
18;2021-04-11;1986;316;55513;21276;18.7;7.2
18;2021-04-12;1401;404;56914;21680;19.2;7.3
18;2021-04-13;1784;469;58698;22149;19.8;7.5
18;2021-04-14;1378;517;60076;22666;20.3;7.6
18;2021-04-15;1532;529;61608;23195;20.8;7.8
18;2021-04-16;1614;593;63222;23788;21.3;8.0
18;2021-04-17;1599;518;64821;24306;21.9;8.2
18;2021-04-18;377;232;65198;24538;22.0;8.3
18;2021-04-19;1317;594;66515;25132;22.4;8.5
18;2021-04-20;1446;712;67961;25844;22.9;8.7
18;2021-04-21;1271;909;69232;26753;23.4;9.0
18;2021-04-22;1402;704;70634;27457;23.8;9.3
18;2021-04-23;1387;734;72021;28191;24.3;9.5
18;2021-04-24;1355;1274;73376;29465;24.8;9.9
18;2021-04-25;288;217;73664;29682;24.9;10.0
18;2021-04-26;1204;954;74868;30636;25.3;10.3
18;2021-04-27;1545;764;76413;31400;25.8;10.6
18;2021-04-28;1358;876;77771;32276;26.2;10.9
18;2021-04-29;1850;734;79621;33010;26.9;11.1
18;2021-04-30;1570;996;81191;34006;27.4;11.5
18;2021-05-01;788;211;81979;34217;27.7;11.5
18;2021-05-02;806;60;82785;34277;27.9;11.6
18;2021-05-03;1627;1012;84412;35289;28.5;11.9
18;2021-05-04;1730;1282;86142;36571;29.1;12.3
18;2021-05-05;1735;1216;87877;37787;29.6;12.7
18;2021-05-06;2163;1366;90040;39153;30.4;13.2
18;2021-05-07;1234;1401;91274;40554;30.8;13.7
18;2021-05-08;994;1469;92268;42023;31.1;14.2
18;2021-05-09;500;2260;92768;44283;31.3;14.9
18;2021-05-10;1157;1508;93925;45791;31.7;15.4
18;2021-05-11;1696;1748;95621;47539;32.3;16.0
18;2021-05-12;1808;1496;97429;49035;32.9;16.5
18;2021-05-13;1061;370;98490;49405;33.2;16.7
18;2021-05-14;1346;944;99836;50349;33.7;17.0
18;2021-05-15;1809;1164;101645;51513;34.3;17.4
18;2021-05-16;538;581;102183;52094;34.5;17.6
18;2021-05-17;1245;1091;103428;53185;34.9;17.9
18;2021-05-18;2147;934;105575;54119;35.6;18.3
18;2021-05-19;2162;919;107737;55038;36.3;18.6
18;2021-05-20;2277;984;110014;56022;37.1;18.9
18;2021-05-21;1497;765;111511;56787;37.6;19.2
18;2021-05-22;1724;1074;113235;57861;38.2;19.5
18;2021-05-23;485;335;113720;58196;38.4;19.6
18;2021-05-24;462;292;114182;58488;38.5;19.7
18;2021-05-25;1842;1061;116024;59549;39.1;20.1
18;2021-05-26;2154;844;118178;60393;39.9;20.4
18;2021-05-27;2208;1232;120386;61625;40.6;20.8
18;2021-05-28;1713;1306;122099;62931;41.2;21.2
18;2021-05-29;2621;1660;124720;64591;42.1;21.8
18;2021-05-30;1484;504;126204;65095;42.6;22.0
18;2021-05-31;1786;692;127990;65787;43.2;22.2
18;2021-06-01;2040;949;130030;66736;43.9;22.5
18;2021-06-02;2010;1017;132040;67753;44.5;22.9
18;2021-06-03;2283;1201;134323;68954;45.3;23.3
18;2021-06-04;1909;1122;136232;70076;46.0;23.6
18;2021-06-05;2802;1449;139034;71525;46.9;24.1
18;2021-06-06;365;381;139399;71906;47.0;24.3
18;2021-06-07;1296;1233;140695;73139;47.5;24.7
18;2021-06-08;1491;1394;142186;74533;48.0;25.1
18;2021-06-09;1329;1067;143515;75600;48.4;25.5
18;2021-06-10;1631;1407;145146;77007;49.0;26.0
18;2021-06-11;1496;1404;146642;78411;49.5;26.5
18;2021-06-12;1245;2511;147887;80922;49.9;27.3
18;2021-06-13;126;262;148013;81184;49.9;27.4
18;2021-06-14;656;1828;148669;83012;50.2;28.0
18;2021-06-15;1093;1822;149762;84834;50.5;28.6
18;2021-06-16;1258;1441;151020;86275;51.0;29.1
18;2021-06-17;1205;1671;152225;87946;51.4;29.7
18;2021-06-18;1292;1665;153517;89611;51.8;30.2
18;2021-06-19;1564;1251;155081;90862;52.3;30.7
18;2021-06-20;246;159;155327;91021;52.4;30.7
18;2021-06-21;665;1602;155992;92623;52.6;31.2
18;2021-06-22;1068;1644;157060;94267;53.0;31.8
18;2021-06-23;944;1642;158004;95909;53.3;32.4
18;2021-06-24;1033;1062;159037;96971;53.7;32.7
18;2021-06-25;893;1745;159930;98716;54.0;33.3
18;2021-06-26;1098;1473;161028;100189;54.3;33.8
18;2021-06-27;31;372;161059;100561;54.3;33.9
18;2021-06-28;423;1923;161482;102484;54.5;34.6
18;2021-06-29;595;2377;162077;104861;54.7;35.4
18;2021-06-30;600;2544;162677;107405;54.9;36.2
18;2021-07-01;962;2156;163639;109561;55.2;37.0
18;2021-07-02;615;1686;164254;111247;55.4;37.5
18;2021-07-03;755;2576;165009;113823;55.7;38.4
18;2021-07-04;164;1033;165173;114856;55.7;38.7
18;2021-07-05;765;1877;165938;116733;56.0;39.4
18;2021-07-06;560;2302;166498;119035;56.2;40.2
18;2021-07-07;767;2115;167265;121150;56.4;40.9
18;2021-07-08;1031;1984;168296;123134;56.8;41.5
18;2021-07-09;704;2309;169000;125443;57.0;42.3
18;2021-07-10;781;3174;169781;128617;57.3;43.4
18;2021-07-11;82;665;169863;129282;57.3;43.6
18;2021-07-12;223;2253;170086;131535;57.4;44.4
18;2021-07-13;619;2905;170705;134440;57.6;45.4
18;2021-07-14;194;936;170899;135376;57.7;45.7
18;2021-07-15;1396;2816;172295;138192;58.1;46.6
18;2021-07-16;1185;2122;173480;140314;58.5;47.3
18;2021-07-17;1130;2472;174610;142786;58.9;48.2
18;2021-07-18;229;332;174839;143118;59.0;48.3
18;2021-07-19;1056;1658;175895;144776;59.3;48.8
18;2021-07-20;1625;2268;177520;147044;59.9;49.6
18;2021-07-21;1902;2063;179422;149107;60.5;50.3
18;2021-07-22;2214;1900;181636;151007;61.3;50.9
18;2021-07-23;1399;1612;183035;152619;61.8;51.5
18;2021-07-24;891;1533;183926;154152;62.1;52.0
18;2021-07-25;192;396;184118;154548;62.1;52.1
18;2021-07-26;1400;1504;185518;156052;62.6;52.6
18;2021-07-27;1825;1537;187343;157589;63.2;53.2
18;2021-07-28;2199;1796;189542;159385;63.9;53.8
18;2021-07-29;2142;1817;191684;161202;64.7;54.4
18;2021-07-30;1586;1343;193270;162545;65.2;54.8
18;2021-07-31;1237;1282;194507;163827;65.6;55.3
18;2021-08-01;90;34;194597;163861;65.7;55.3
18;2021-08-02;1410;766;196007;164627;66.1;55.5
18;2021-08-03;1719;1627;197726;166254;66.7;56.1
18;2021-08-04;2426;1101;200152;167355;67.5;56.5
18;2021-08-05;1529;1247;201681;168602;68.0;56.9
18;2021-08-06;1582;1142;203263;169744;68.6;57.3
18;2021-08-07;609;763;203872;170507;68.8;57.5
18;2021-08-08;49;60;203921;170567;68.8;57.5
18;2021-08-09;1105;875;205026;171442;69.2;57.8
18;2021-08-10;1206;1512;206232;172954;69.6;58.4
18;2021-08-11;1608;1505;207840;174459;70.1;58.9
18;2021-08-12;1553;1596;209393;176055;70.6;59.4
18;2021-08-13;1087;1172;210480;177227;71.0;59.8
18;2021-08-14;759;604;211239;177831;71.3;60.0
18;2021-08-15;35;17;211274;177848;71.3;60.0
18;2021-08-16;830;1202;212104;179050;71.6;60.4
18;2021-08-17;979;1997;213083;181047;71.9;61.1
18;2021-08-18;1153;1958;214236;183005;72.3;61.7
18;2021-08-19;1089;1611;215325;184616;72.6;62.3
18;2021-08-20;910;1756;216235;186372;73.0;62.9
18;2021-08-21;419;705;216654;187077;73.1;63.1
18;2021-08-22;21;73;216675;187150;73.1;63.1
18;2021-08-23;484;1681;217159;188831;73.3;63.7
18;2021-08-24;900;1493;218059;190324;73.6;64.2
18;2021-08-25;838;1864;218897;192188;73.9;64.8
18;2021-08-26;769;1530;219666;193718;74.1;65.4
18;2021-08-27;572;1995;220238;195713;74.3;66.0
18;2021-08-28;501;870;220739;196583;74.5;66.3
18;2021-08-29;91;176;220830;196759;74.5;66.4
18;2021-08-30;526;1441;221356;198200;74.7;66.9
18;2021-08-31;503;1441;221859;199641;74.9;67.4
18;2021-09-01;577;1643;222436;201284;75.0;67.9
18;2021-09-02;397;1267;222833;202551;75.2;68.3
18;2021-09-03;452;1304;223285;203855;75.3;68.8
18;2021-09-04;355;806;223640;204661;75.5;69.0
18;2021-09-05;29;80;223669;204741;75.5;69.1
18;2021-09-06;272;1087;223941;205828;75.6;69.4
18;2021-09-07;272;984;224213;206812;75.6;69.8
18;2021-09-08;400;1137;224613;207949;75.8;70.2
19;2020-12-27;0;0;0;0;0.0;0.0
19;2020-12-28;0;0;0;0;0.0;0.0
19;2020-12-29;1;0;1;0;0.0;0.0
19;2020-12-30;0;0;1;0;0.0;0.0
19;2020-12-31;0;0;1;0;0.0;0.0
19;2021-01-01;0;0;1;0;0.0;0.0
19;2021-01-02;0;0;1;0;0.0;0.0
19;2021-01-03;0;0;1;0;0.0;0.0
19;2021-01-04;0;0;1;0;0.0;0.0
19;2021-01-05;0;0;1;0;0.0;0.0
19;2021-01-06;0;0;1;0;0.0;0.0
19;2021-01-07;344;1;345;1;0.1;0.0
19;2021-01-08;247;1;592;2;0.2;0.0
19;2021-01-09;1;0;593;2;0.2;0.0
19;2021-01-10;1;0;594;2;0.2;0.0
19;2021-01-11;38;0;632;2;0.3;0.0
19;2021-01-12;415;1;1047;3;0.4;0.0
19;2021-01-13;425;3;1472;6;0.6;0.0
19;2021-01-14;475;1;1947;7;0.8;0.0
19;2021-01-15;226;0;2173;7;0.9;0.0
19;2021-01-16;0;0;2173;7;0.9;0.0
19;2021-01-17;1;0;2174;7;0.9;0.0
19;2021-01-18;251;2;2425;9;1.0;0.0
19;2021-01-19;519;0;2944;9;1.2;0.0
19;2021-01-20;922;4;3866;13;1.6;0.0
19;2021-01-21;507;4;4373;17;1.8;0.0
19;2021-01-22;1315;4;5688;21;2.4;0.0
19;2021-01-23;281;0;5969;21;2.5;0.0
19;2021-01-24;37;0;6006;21;2.5;0.0
19;2021-01-25;233;0;6239;21;2.6;0.0
19;2021-01-26;607;3;6846;24;2.8;0.0
19;2021-01-27;334;3;7180;27;3.0;0.0
19;2021-01-28;297;155;7477;182;3.1;0.1
19;2021-01-29;348;54;7825;236;3.3;0.1
19;2021-01-30;130;24;7955;260;3.3;0.1
19;2021-01-31;42;0;7997;260;3.3;0.1
19;2021-02-01;158;95;8155;355;3.4;0.1
19;2021-02-02;303;425;8458;780;3.5;0.3
19;2021-02-03;285;237;8743;1017;3.6;0.4
19;2021-02-04;255;368;8998;1385;3.7;0.6
19;2021-02-05;311;75;9309;1460;3.9;0.6
19;2021-02-06;213;2;9522;1462;4.0;0.6
19;2021-02-07;48;2;9570;1464;4.0;0.6
19;2021-02-08;177;142;9747;1606;4.1;0.7
19;2021-02-09;333;263;10080;1869;4.2;0.8
19;2021-02-10;517;283;10597;2152;4.4;0.9
19;2021-02-11;412;307;11009;2459;4.6;1.0
19;2021-02-12;798;1149;11807;3608;4.9;1.5
19;2021-02-13;352;143;12159;3751;5.1;1.6
19;2021-02-14;98;9;12257;3760;5.1;1.6
19;2021-02-15;200;223;12457;3983;5.2;1.7
19;2021-02-16;386;159;12843;4142;5.3;1.7
19;2021-02-17;306;421;13149;4563;5.5;1.9
19;2021-02-18;174;450;13323;5013;5.5;2.1
19;2021-02-19;469;280;13792;5293;5.7;2.2
19;2021-02-20;133;183;13925;5476;5.8;2.3
19;2021-02-21;20;39;13945;5515;5.8;2.3
19;2021-02-22;221;197;14166;5712;5.9;2.4
19;2021-02-23;268;327;14434;6039;6.0;2.5
19;2021-02-24;361;190;14795;6229;6.2;2.6
19;2021-02-25;519;353;15314;6582;6.4;2.7
19;2021-02-26;395;286;15709;6868;6.5;2.9
19;2021-02-27;348;142;16057;7010;6.7;2.9
19;2021-02-28;68;35;16125;7045;6.7;2.9
19;2021-03-01;266;211;16391;7256;6.8;3.0
19;2021-03-02;428;242;16819;7498;7.0;3.1
19;2021-03-03;692;321;17511;7819;7.3;3.3
19;2021-03-04;826;334;18337;8153;7.6;3.4
19;2021-03-05;891;703;19228;8856;8.0;3.7
19;2021-03-06;1073;187;20301;9043;8.4;3.8
19;2021-03-07;463;37;20764;9080;8.6;3.8
19;2021-03-08;638;151;21402;9231;8.9;3.8
19;2021-03-09;836;244;22238;9475;9.3;3.9
19;2021-03-10;1155;312;23393;9787;9.7;4.1
19;2021-03-11;1274;307;24667;10094;10.3;4.2
19;2021-03-12;1136;396;25803;10490;10.7;4.4
19;2021-03-13;1111;163;26914;10653;11.2;4.4
19;2021-03-14;160;84;27074;10737;11.3;4.5
19;2021-03-15;699;135;27773;10872;11.6;4.5
19;2021-03-16;688;300;28461;11172;11.8;4.6
19;2021-03-17;839;279;29300;11451;12.2;4.8
19;2021-03-18;767;282;30067;11733;12.5;4.9
19;2021-03-19;1014;483;31081;12216;12.9;5.1
19;2021-03-20;783;131;31864;12347;13.3;5.1
19;2021-03-21;128;4;31992;12351;13.3;5.1
19;2021-03-22;548;175;32540;12526;13.5;5.2
19;2021-03-23;1045;231;33585;12757;14.0;5.3
19;2021-03-24;1171;373;34756;13130;14.5;5.5
19;2021-03-25;1189;413;35945;13543;15.0;5.6
19;2021-03-26;1323;276;37268;13819;15.5;5.7
19;2021-03-27;854;187;38122;14006;15.9;5.8
19;2021-03-28;63;60;38185;14066;15.9;5.9
19;2021-03-29;612;177;38797;14243;16.1;5.9
19;2021-03-30;971;344;39768;14587;16.5;6.1
19;2021-03-31;1157;494;40925;15081;17.0;6.3
19;2021-04-01;1491;426;42416;15507;17.6;6.5
19;2021-04-02;1007;524;43423;16031;18.1;6.7
19;2021-04-03;597;283;44020;16314;18.3;6.8
19;2021-04-04;130;3;44150;16317;18.4;6.8
19;2021-04-05;40;75;44190;16392;18.4;6.8
19;2021-04-06;735;603;44925;16995;18.7;7.1
19;2021-04-07;978;732;45903;17727;19.1;7.4
19;2021-04-08;1116;1016;47019;18743;19.6;7.8
19;2021-04-09;1642;615;48661;19358;20.2;8.1
19;2021-04-10;946;558;49607;19916;20.6;8.3
19;2021-04-11;558;74;50165;19990;20.9;8.3
19;2021-04-12;681;521;50846;20511;21.2;8.5
19;2021-04-13;915;575;51761;21086;21.5;8.8
19;2021-04-14;1333;848;53094;21934;22.1;9.1
19;2021-04-15;1229;873;54323;22807;22.6;9.5
19;2021-04-16;1505;820;55828;23627;23.2;9.8
19;2021-04-17;762;478;56590;24105;23.5;10.0
19;2021-04-18;661;69;57251;24174;23.8;10.1
19;2021-04-19;730;440;57981;24614;24.1;10.2
19;2021-04-20;979;748;58960;25362;24.5;10.6
19;2021-04-21;1271;700;60231;26062;25.1;10.8
19;2021-04-22;1189;899;61420;26961;25.6;11.2
19;2021-04-23;1129;1020;62549;27981;26.0;11.6
19;2021-04-24;679;676;63228;28657;26.3;11.9
19;2021-04-25;675;69;63903;28726;26.6;12.0
19;2021-04-26;1056;331;64959;29057;27.0;12.1
19;2021-04-27;1028;568;65987;29625;27.5;12.3
19;2021-04-28;1553;555;67540;30180;28.1;12.6
19;2021-04-29;1453;1183;68993;31363;28.7;13.0
19;2021-04-30;1876;1060;70869;32423;29.5;13.5
19;2021-05-01;671;170;71540;32593;29.8;13.6
19;2021-05-02;550;152;72090;32745;30.0;13.6
19;2021-05-03;854;547;72944;33292;30.4;13.9
19;2021-05-04;1025;707;73969;33999;30.8;14.1
19;2021-05-05;1255;741;75224;34740;31.3;14.5
