dep;semaine;nb_crib;nb_pos;tx_crib;nb_A0;nb_A1;tx_A1;nb_B0;nb_B1;tx_B1;nb_C0;nb_C1;tx_C1
19;2021-08-02-2021-08-08;230.00;395.00;58.23;217.00;0.00;0.00;198.00;19.00;8.76;3.00;213.00;98.61
23;2021-05-31-2021-06-06;1.00;24.00;4.17;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00
23;2021-06-01-2021-06-07;0.00;26.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
23;2021-06-02-2021-06-08;1.00;27.00;3.70;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
23;2021-06-03-2021-06-09;2.00;26.00;7.69;2.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00
23;2021-06-04-2021-06-10;2.00;24.00;8.33;2.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00
23;2021-06-05-2021-06-11;3.00;19.00;15.79;3.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00
23;2021-06-06-2021-06-12;3.00;17.00;17.65;3.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00
23;2021-06-07-2021-06-13;3.00;17.00;17.65;3.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00
23;2021-06-08-2021-06-14;3.00;11.00;27.27;3.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00
23;2021-06-09-2021-06-15;2.00;7.00;28.57;2.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00
23;2021-06-10-2021-06-16;2.00;3.00;66.67;2.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00
23;2021-06-11-2021-06-17;3.00;3.00;100.00;2.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00
23;2021-06-12-2021-06-18;2.00;3.00;66.67;1.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00
23;2021-06-13-2021-06-19;2.00;3.00;66.67;1.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00
23;2021-06-14-2021-06-20;2.00;3.00;66.67;1.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00
23;2021-06-15-2021-06-21;2.00;3.00;66.67;1.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00
23;2021-06-16-2021-06-22;2.00;3.00;66.67;1.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00
23;2021-06-17-2021-06-23;1.00;2.00;50.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
23;2021-06-18-2021-06-24;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
23;2021-06-19-2021-06-25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
23;2021-06-20-2021-06-26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
23;2021-06-21-2021-06-27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
23;2021-06-22-2021-06-28;1.00;2.00;50.00;1.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00
23;2021-06-23-2021-06-29;1.00;2.00;50.00;1.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00
23;2021-06-24-2021-06-30;1.00;2.00;50.00;1.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00
23;2021-06-25-2021-07-01;1.00;2.00;50.00;1.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00
23;2021-06-26-2021-07-02;2.00;3.00;66.67;1.00;1.00;50.00;2.00;0.00;0.00;2.00;0.00;0.00
23;2021-06-27-2021-07-03;15.00;16.00;93.75;1.00;13.00;92.86;14.00;0.00;0.00;14.00;0.00;0.00
23;2021-06-28-2021-07-04;15.00;16.00;93.75;1.00;13.00;92.86;14.00;0.00;0.00;14.00;0.00;0.00
23;2021-06-29-2021-07-05;15.00;17.00;88.24;1.00;13.00;92.86;14.00;0.00;0.00;13.00;1.00;7.14
23;2021-06-30-2021-07-06;15.00;17.00;88.24;1.00;13.00;92.86;14.00;0.00;0.00;13.00;1.00;7.14
23;2021-07-01-2021-07-07;16.00;21.00;76.19;2.00;13.00;86.67;15.00;0.00;0.00;13.00;2.00;13.33
23;2021-07-02-2021-07-08;21.00;27.00;77.78;6.00;14.00;70.00;20.00;0.00;0.00;17.00;3.00;15.00
23;2021-07-03-2021-07-09;23.00;33.00;69.70;8.00;14.00;63.64;22.00;0.00;0.00;19.00;3.00;13.64
23;2021-07-04-2021-07-10;13.00;23.00;56.52;11.00;2.00;15.38;13.00;0.00;0.00;9.00;4.00;30.77
23;2021-07-05-2021-07-11;13.00;23.00;56.52;11.00;2.00;15.38;13.00;0.00;0.00;9.00;4.00;30.77
23;2021-07-06-2021-07-12;15.00;24.00;62.50;13.00;2.00;13.33;15.00;0.00;0.00;12.00;3.00;20.00
23;2021-07-07-2021-07-13;21.00;30.00;70.00;18.00;3.00;14.29;21.00;0.00;0.00;13.00;8.00;38.10
23;2021-07-08-2021-07-14;20.00;27.00;74.07;17.00;3.00;15.00;20.00;0.00;0.00;13.00;7.00;35.00
23;2021-07-09-2021-07-15;20.00;26.00;76.92;17.00;3.00;15.00;20.00;0.00;0.00;11.00;9.00;45.00
23;2021-07-10-2021-07-16;21.00;25.00;84.00;18.00;2.00;10.00;20.00;0.00;0.00;9.00;11.00;55.00
23;2021-07-11-2021-07-17;27.00;33.00;81.82;21.00;5.00;19.23;26.00;0.00;0.00;13.00;13.00;50.00
23;2021-07-12-2021-07-18;29.00;35.00;82.86;23.00;5.00;17.86;28.00;0.00;0.00;13.00;15.00;53.57
23;2021-07-13-2021-07-19;30.00;36.00;83.33;23.00;6.00;20.69;29.00;0.00;0.00;12.00;17.00;58.62
23;2021-07-14-2021-07-20;27.00;37.00;72.97;21.00;5.00;19.23;26.00;0.00;0.00;11.00;15.00;57.69
23;2021-07-15-2021-07-21;34.00;44.00;77.27;28.00;5.00;15.15;33.00;0.00;0.00;11.00;22.00;66.67
23;2021-07-16-2021-07-22;31.00;48.00;64.58;26.00;4.00;13.33;30.00;0.00;0.00;9.00;21.00;70.00
23;2021-07-17-2021-07-23;29.00;47.00;61.70;25.00;4.00;13.79;29.00;0.00;0.00;8.00;21.00;72.41
23;2021-07-18-2021-07-24;24.00;43.00;55.81;23.00;1.00;4.17;24.00;0.00;0.00;2.00;22.00;91.67
23;2021-07-19-2021-07-25;22.00;42.00;52.38;21.00;1.00;4.55;22.00;0.00;0.00;2.00;20.00;90.91
23;2021-07-20-2021-07-26;24.00;46.00;52.17;24.00;0.00;0.00;24.00;0.00;0.00;0.00;24.00;100.00
23;2021-07-21-2021-07-27;26.00;46.00;56.52;25.00;1.00;3.85;26.00;0.00;0.00;0.00;26.00;100.00
23;2021-07-22-2021-07-28;27.00;51.00;52.94;26.00;1.00;3.70;27.00;0.00;0.00;0.00;27.00;100.00
23;2021-07-23-2021-07-29;30.00;48.00;62.50;29.00;1.00;3.33;30.00;0.00;0.00;0.00;30.00;100.00
23;2021-07-24-2021-07-30;32.00;51.00;62.75;31.00;1.00;3.12;32.00;0.00;0.00;0.00;32.00;100.00
23;2021-07-25-2021-07-31;32.00;50.00;64.00;31.00;1.00;3.12;32.00;0.00;0.00;0.00;32.00;100.00
23;2021-07-26-2021-08-01;32.00;50.00;64.00;31.00;1.00;3.12;32.00;0.00;0.00;0.00;32.00;100.00
23;2021-07-27-2021-08-02;30.00;48.00;62.50;28.00;1.00;3.45;29.00;0.00;0.00;0.00;29.00;100.00
23;2021-07-28-2021-08-03;27.00;47.00;57.45;26.00;0.00;0.00;26.00;0.00;0.00;2.00;24.00;92.31
23;2021-07-29-2021-08-04;21.00;40.00;52.50;20.00;0.00;0.00;20.00;0.00;0.00;3.00;17.00;85.00
23;2021-07-30-2021-08-05;27.00;48.00;56.25;24.00;1.00;4.00;25.00;0.00;0.00;3.00;22.00;88.00
23;2021-07-31-2021-08-06;27.00;46.00;58.70;24.00;1.00;4.00;25.00;0.00;0.00;3.00;22.00;88.00
23;2021-08-01-2021-08-07;32.00;52.00;61.54;29.00;1.00;3.33;30.00;0.00;0.00;3.00;27.00;90.00
23;2021-08-02-2021-08-08;32.00;52.00;61.54;29.00;1.00;3.33;30.00;0.00;0.00;3.00;27.00;90.00
24;2021-05-31-2021-06-06;49.00;228.00;21.49;43.00;3.00;6.52;3.00;0.00;0.00;1.00;0.00;0.00
24;2021-06-01-2021-06-07;53.00;223.00;23.77;46.00;3.00;6.12;9.00;0.00;0.00;6.00;0.00;0.00
24;2021-06-02-2021-06-08;53.00;199.00;26.63;47.00;3.00;6.00;11.00;0.00;0.00;8.00;0.00;0.00
24;2021-06-03-2021-06-09;53.00;184.00;28.80;46.00;3.00;6.12;12.00;0.00;0.00;8.00;0.00;0.00
24;2021-06-04-2021-06-10;41.00;148.00;27.70;36.00;2.00;5.26;12.00;0.00;0.00;8.00;0.00;0.00
24;2021-06-05-2021-06-11;36.00;129.00;27.91;31.00;1.00;3.12;13.00;0.00;0.00;9.00;0.00;0.00
24;2021-06-06-2021-06-12;31.00;105.00;29.52;27.00;0.00;0.00;12.00;0.00;0.00;9.00;0.00;0.00
24;2021-06-07-2021-06-13;31.00;105.00;29.52;27.00;0.00;0.00;12.00;0.00;0.00;9.00;0.00;0.00
24;2021-06-08-2021-06-14;27.00;82.00;32.93;22.00;0.00;0.00;11.00;0.00;0.00;8.00;1.00;11.11
24;2021-06-09-2021-06-15;24.00;65.00;36.92;20.00;0.00;0.00;14.00;0.00;0.00;12.00;1.00;7.69
24;2021-06-10-2021-06-16;29.00;64.00;45.31;26.00;0.00;0.00;21.00;0.00;0.00;20.00;1.00;4.76
24;2021-06-11-2021-06-17;31.00;58.00;53.45;27.00;0.00;0.00;23.00;0.00;0.00;22.00;1.00;4.35
24;2021-06-12-2021-06-18;32.00;48.00;66.67;27.00;0.00;0.00;23.00;0.00;0.00;22.00;1.00;4.35
24;2021-06-13-2021-06-19;33.00;46.00;71.74;28.00;0.00;0.00;25.00;0.00;0.00;24.00;1.00;4.00
24;2021-06-14-2021-06-20;34.00;46.00;73.91;29.00;0.00;0.00;26.00;0.00;0.00;25.00;1.00;3.85
24;2021-06-15-2021-06-21;26.00;37.00;70.27;23.00;0.00;0.00;22.00;0.00;0.00;22.00;0.00;0.00
24;2021-06-16-2021-06-22;24.00;37.00;64.86;21.00;0.00;0.00;20.00;0.00;0.00;19.00;0.00;0.00
24;2021-06-17-2021-06-23;21.00;30.00;70.00;18.00;0.00;0.00;15.00;0.00;0.00;14.00;0.00;0.00
24;2021-06-18-2021-06-24;22.00;33.00;66.67;19.00;0.00;0.00;17.00;0.00;0.00;16.00;0.00;0.00
24;2021-06-19-2021-06-25;24.00;35.00;68.57;23.00;0.00;0.00;17.00;0.00;0.00;16.00;0.00;0.00
24;2021-06-20-2021-06-26;22.00;30.00;73.33;21.00;0.00;0.00;15.00;0.00;0.00;14.00;0.00;0.00
24;2021-06-21-2021-06-27;21.00;29.00;72.41;20.00;0.00;0.00;14.00;0.00;0.00;13.00;0.00;0.00
24;2021-06-22-2021-06-28;23.00;33.00;69.70;21.00;0.00;0.00;15.00;0.00;0.00;14.00;0.00;0.00
24;2021-06-23-2021-06-29;22.00;31.00;70.97;20.00;0.00;0.00;14.00;0.00;0.00;14.00;0.00;0.00
24;2021-06-24-2021-06-30;17.00;27.00;62.96;15.00;0.00;0.00;11.00;0.00;0.00;11.00;0.00;0.00
24;2021-06-25-2021-07-01;16.00;26.00;61.54;15.00;0.00;0.00;11.00;0.00;0.00;8.00;3.00;27.27
24;2021-06-26-2021-07-02;20.00;28.00;71.43;17.00;1.00;5.56;18.00;0.00;0.00;8.00;10.00;55.56
24;2021-06-27-2021-07-03;21.00;30.00;70.00;18.00;1.00;5.26;19.00;0.00;0.00;8.00;11.00;57.89
24;2021-06-28-2021-07-04;21.00;30.00;70.00;18.00;1.00;5.26;19.00;0.00;0.00;8.00;11.00;57.89
24;2021-06-29-2021-07-05;29.00;44.00;65.91;26.00;1.00;3.70;27.00;0.00;0.00;8.00;19.00;70.37
24;2021-06-30-2021-07-06;33.00;52.00;63.46;28.00;2.00;6.67;30.00;0.00;0.00;7.00;23.00;76.67
24;2021-07-01-2021-07-07;41.00;60.00;68.33;36.00;2.00;5.26;38.00;0.00;0.00;7.00;31.00;81.58
24;2021-07-02-2021-07-08;50.00;72.00;69.44;45.00;2.00;4.26;47.00;0.00;0.00;6.00;41.00;87.23
24;2021-07-03-2021-07-09;53.00;76.00;69.74;50.00;1.00;1.96;51.00;0.00;0.00;7.00;44.00;86.27
24;2021-07-04-2021-07-10;58.00;84.00;69.05;55.00;1.00;1.79;56.00;0.00;0.00;6.00;50.00;89.29
24;2021-07-05-2021-07-11;58.00;85.00;68.24;55.00;1.00;1.79;56.00;0.00;0.00;6.00;50.00;89.29
24;2021-07-06-2021-07-12;63.00;87.00;72.41;61.00;1.00;1.61;62.00;0.00;0.00;6.00;56.00;90.32
24;2021-07-07-2021-07-13;75.00;99.00;75.76;75.00;0.00;0.00;75.00;0.00;0.00;6.00;69.00;92.00
24;2021-07-08-2021-07-14;67.00;92.00;72.83;67.00;0.00;0.00;67.00;0.00;0.00;6.00;61.00;91.04
24;2021-07-09-2021-07-15;108.00;139.00;77.70;105.00;0.00;0.00;105.00;0.00;0.00;11.00;94.00;89.52
24;2021-07-10-2021-07-16;112.00;152.00;73.68;109.00;0.00;0.00;109.00;0.00;0.00;11.00;98.00;89.91
24;2021-07-11-2021-07-17;134.00;185.00;72.43;124.00;0.00;0.00;124.00;0.00;0.00;17.00;107.00;86.29
24;2021-07-12-2021-07-18;136.00;189.00;71.96;126.00;0.00;0.00;126.00;0.00;0.00;18.00;108.00;85.71
24;2021-07-13-2021-07-19;171.00;232.00;73.71;158.00;0.00;0.00;158.00;0.00;0.00;19.00;139.00;87.97
24;2021-07-14-2021-07-20;208.00;278.00;74.82;193.00;1.00;0.52;194.00;0.00;0.00;20.00;174.00;89.69
24;2021-07-15-2021-07-21;253.00;354.00;71.47;237.00;1.00;0.42;238.00;0.00;0.00;25.00;213.00;89.50
24;2021-07-16-2021-07-22;261.00;369.00;70.73;238.00;1.00;0.42;239.00;0.00;0.00;22.00;217.00;90.79
24;2021-07-17-2021-07-23;299.00;419.00;71.36;274.00;1.00;0.36;275.00;0.00;0.00;21.00;254.00;92.36
24;2021-07-18-2021-07-24;311.00;445.00;69.89;290.00;1.00;0.34;291.00;0.00;0.00;16.00;276.00;94.52
24;2021-07-19-2021-07-25;311.00;444.00;70.05;290.00;1.00;0.34;291.00;0.00;0.00;15.00;277.00;94.86
24;2021-07-20-2021-07-26;343.00;521.00;65.83;319.00;1.00;0.31;320.00;0.00;0.00;15.00;306.00;95.33
24;2021-07-21-2021-07-27;356.00;578.00;61.59;331.00;0.00;0.00;330.00;1.00;0.30;15.00;317.00;95.48
24;2021-07-22-2021-07-28;367.00;606.00;60.56;342.00;0.00;0.00;341.00;1.00;0.29;12.00;331.00;96.50
24;2021-07-23-2021-07-29;377.00;663.00;56.86;360.00;0.00;0.00;359.00;1.00;0.28;11.00;350.00;96.95
24;2021-07-24-2021-07-30;389.00;707.00;55.02;367.00;0.00;0.00;366.00;1.00;0.27;10.00;358.00;97.28
24;2021-07-25-2021-07-31;382.00;717.00;53.28;360.00;0.00;0.00;359.00;1.00;0.28;9.00;351.00;97.50
24;2021-07-26-2021-08-01;382.00;723.00;52.84;359.00;0.00;0.00;358.00;1.00;0.28;9.00;350.00;97.49
24;2021-07-27-2021-08-02;434.00;754.00;57.56;409.00;0.00;0.00;408.00;1.00;0.24;10.00;399.00;97.56
24;2021-07-28-2021-08-03;429.00;754.00;56.90;402.00;1.00;0.25;403.00;0.00;0.00;8.00;395.00;98.01
24;2021-07-29-2021-08-04;448.00;772.00;58.03;418.00;1.00;0.24;419.00;0.00;0.00;8.00;411.00;98.09
24;2021-07-30-2021-08-05;476.00;768.00;61.98;442.00;1.00;0.23;443.00;0.00;0.00;9.00;435.00;97.97
24;2021-07-31-2021-08-06;436.00;769.00;56.70;407.00;1.00;0.25;408.00;0.00;0.00;12.00;397.00;97.07
24;2021-08-01-2021-08-07;408.00;772.00;52.85;382.00;1.00;0.26;383.00;0.00;0.00;12.00;372.00;96.88
24;2021-08-02-2021-08-08;408.00;775.00;52.65;383.00;1.00;0.26;384.00;0.00;0.00;12.00;373.00;96.88
33;2021-05-31-2021-06-06;112.00;1282.00;8.74;90.00;9.00;9.09;19.00;6.00;24.00;24.00;1.00;4.00
33;2021-06-01-2021-06-07;129.00;1190.00;10.84;100.00;15.00;13.04;38.00;7.00;15.56;42.00;3.00;6.67
33;2021-06-02-2021-06-08;152.00;1127.00;13.49;118.00;22.00;15.71;67.00;10.00;12.99;73.00;4.00;5.19
33;2021-06-03-2021-06-09;168.00;1054.00;15.94;132.00;24.00;15.38;85.00;11.00;11.46;91.00;5.00;5.21
33;2021-06-04-2021-06-10;178.00;960.00;18.54;141.00;27.00;16.07;102.00;12.00;10.53;108.00;6.00;5.26
33;2021-06-05-2021-06-11;194.00;866.00;22.40;153.00;33.00;17.74;126.00;13.00;9.35;131.00;7.00;5.07
33;2021-06-06-2021-06-12;198.00;814.00;24.32;157.00;33.00;17.37;136.00;12.00;8.11;134.00;13.00;8.84
33;2021-06-07-2021-06-13;198.00;816.00;24.26;158.00;32.00;16.84;133.00;15.00;10.14;134.00;13.00;8.84
33;2021-06-08-2021-06-14;261.00;756.00;34.52;219.00;31.00;12.40;197.00;17.00;7.94;190.00;24.00;11.21
33;2021-06-09-2021-06-15;312.00;725.00;43.03;266.00;33.00;11.04;245.00;15.00;5.77;228.00;33.00;12.64
33;2021-06-10-2021-06-16;354.00;670.00;52.84;304.00;38.00;11.11;291.00;18.00;5.83;271.00;39.00;12.58
33;2021-06-11-2021-06-17;412.00;617.00;66.77;348.00;45.00;11.45;345.00;18.00;4.96;317.00;48.00;13.15
33;2021-06-12-2021-06-18;436.00;564.00;77.30;367.00;46.00;11.14;366.00;19.00;4.94;333.00;57.00;14.62
33;2021-06-13-2021-06-19;430.00;545.00;78.90;360.00;48.00;11.76;364.00;17.00;4.46;334.00;52.00;13.47
33;2021-06-14-2021-06-20;424.00;535.00;79.25;353.00;48.00;11.97;360.00;14.00;3.74;327.00;52.00;13.72
33;2021-06-15-2021-06-21;376.00;475.00;79.16;309.00;47.00;13.20;317.00;15.00;4.52;292.00;46.00;13.61
33;2021-06-16-2021-06-22;338.00;438.00;77.17;273.00;42.00;13.33;283.00;16.00;5.35;261.00;44.00;14.43
33;2021-06-17-2021-06-23;309.00;417.00;74.10;244.00;43.00;14.98;253.00;13.00;4.89;219.00;53.00;19.49
33;2021-06-18-2021-06-24;260.00;409.00;63.57;208.00;37.00;15.10;213.00;12.00;5.33;176.00;55.00;23.81
33;2021-06-19-2021-06-25;228.00;388.00;58.76;182.00;32.00;14.95;191.00;9.00;4.50;149.00;55.00;26.96
33;2021-06-20-2021-06-26;230.00;389.00;59.13;188.00;29.00;13.36;196.00;8.00;3.92;150.00;58.00;27.88
33;2021-06-21-2021-06-27;233.00;388.00;60.05;192.00;29.00;13.12;201.00;7.00;3.37;154.00;58.00;27.36
33;2021-06-22-2021-06-28;251.00;416.00;60.34;199.00;35.00;14.96;217.00;5.00;2.25;154.00;72.00;31.86
33;2021-06-23-2021-06-29;239.00;396.00;60.35;189.00;36.00;16.00;211.00;5.00;2.31;137.00;82.00;37.44
33;2021-06-24-2021-06-30;256.00;432.00;59.26;203.00;33.00;13.98;228.00;7.00;2.98;143.00;94.00;39.66
33;2021-06-25-2021-07-01;284.00;457.00;62.14;222.00;34.00;13.28;248.00;7.00;2.75;141.00;115.00;44.92
33;2021-06-26-2021-07-02;326.00;527.00;61.86;261.00;33.00;11.22;287.00;7.00;2.38;146.00;149.00;50.51
33;2021-06-27-2021-07-03;329.00;553.00;59.49;263.00;32.00;10.85;287.00;8.00;2.71;140.00;156.00;52.70
33;2021-06-28-2021-07-04;333.00;572.00;58.22;268.00;31.00;10.37;291.00;8.00;2.68;137.00;163.00;54.33
33;2021-06-29-2021-07-05;370.00;601.00;61.56;314.00;25.00;7.37;332.00;7.00;2.06;142.00;197.00;58.11
33;2021-06-30-2021-07-06;428.00;665.00;64.36;370.00;22.00;5.61;387.00;5.00;1.28;143.00;249.00;63.52
33;2021-07-01-2021-07-07;475.00;735.00;64.63;419.00;20.00;4.56;437.00;2.00;0.46;150.00;291.00;65.99
33;2021-07-02-2021-07-08;518.00;817.00;63.40;471.00;15.00;3.09;484.00;2.00;0.41;162.00;326.00;66.80
33;2021-07-03-2021-07-09;556.00;849.00;65.49;509.00;15.00;2.86;522.00;2.00;0.38;173.00;354.00;67.17
33;2021-07-04-2021-07-10;584.00;888.00;65.77;537.00;14.00;2.54;550.00;1.00;0.18;178.00;376.00;67.87
33;2021-07-05-2021-07-11;588.00;899.00;65.41;539.00;14.00;2.53;552.00;1.00;0.18;178.00;380.00;68.10
33;2021-07-06-2021-07-12;717.00;1114.00;64.36;666.00;14.00;2.06;678.00;2.00;0.29;172.00;516.00;75.00
33;2021-07-07-2021-07-13;849.00;1390.00;61.08;789.00;17.00;2.11;803.00;3.00;0.37;179.00;635.00;78.01
33;2021-07-08-2021-07-14;769.00;1325.00;58.04;716.00;13.00;1.78;726.00;3.00;0.41;146.00;589.00;80.14
33;2021-07-09-2021-07-15;1050.00;1779.00;59.02;986.00;14.00;1.40;983.00;17.00;1.70;153.00;851.00;84.76
33;2021-07-10-2021-07-16;1315.00;2228.00;59.02;1241.00;14.00;1.12;1237.00;18.00;1.43;172.00;1086.00;86.33
33;2021-07-11-2021-07-17;1439.00;2613.00;55.07;1360.00;14.00;1.02;1356.00;18.00;1.31;167.00;1210.00;87.87
33;2021-07-12-2021-07-18;1468.00;2698.00;54.41;1388.00;15.00;1.07;1385.00;18.00;1.28;165.00;1237.00;88.23
33;2021-07-13-2021-07-19;1980.00;3579.00;55.32;1882.00;17.00;0.90;1881.00;18.00;0.95;190.00;1703.00;89.96
33;2021-07-14-2021-07-20;2484.00;4318.00;57.53;2373.00;13.00;0.54;2369.00;17.00;0.71;220.00;2161.00;90.76
33;2021-07-15-2021-07-21;3103.00;5376.00;57.72;2972.00;13.00;0.44;2965.00;18.00;0.60;249.00;2730.00;91.64
33;2021-07-16-2021-07-22;3535.00;5918.00;59.73;3378.00;12.00;0.35;3378.00;9.00;0.27;256.00;3130.00;92.44
33;2021-07-17-2021-07-23;3909.00;6403.00;61.05;3727.00;10.00;0.27;3720.00;14.00;0.37;266.00;3467.00;92.87
33;2021-07-18-2021-07-24;4064.00;6630.00;61.30;3875.00;10.00;0.26;3868.00;14.00;0.36;273.00;3604.00;92.96
33;2021-07-19-2021-07-25;4095.00;6682.00;61.28;3906.00;9.00;0.23;3898.00;14.00;0.36;273.00;3632.00;93.01
33;2021-07-20-2021-07-26;4341.00;7037.00;61.69;4122.00;4.00;0.10;4104.00;19.00;0.46;268.00;3849.00;93.49
33;2021-07-21-2021-07-27;4489.00;7213.00;62.23;4242.00;4.00;0.09;4220.00;23.00;0.54;258.00;3975.00;93.91
33;2021-07-22-2021-07-28;4692.00;7291.00;64.35;4402.00;6.00;0.14;4382.00;24.00;0.54;281.00;4116.00;93.61
33;2021-07-23-2021-07-29;4627.00;7260.00;63.73;4333.00;5.00;0.12;4314.00;22.00;0.51;277.00;4053.00;93.60
33;2021-07-24-2021-07-30;4533.00;7171.00;63.21;4236.00;5.00;0.12;4208.00;29.00;0.68;252.00;3984.00;94.05
33;2021-07-25-2021-07-31;4465.00;7006.00;63.73;4168.00;6.00;0.14;4141.00;29.00;0.70;246.00;3928.00;94.11
33;2021-07-26-2021-08-01;4453.00;6980.00;63.80;4156.00;6.00;0.14;4129.00;29.00;0.70;245.00;3920.00;94.12
33;2021-07-27-2021-08-02;4372.00;6692.00;65.33;4073.00;5.00;0.12;4050.00;24.00;0.59;224.00;3857.00;94.51
33;2021-07-28-2021-08-03;4285.00;6517.00;65.75;4002.00;3.00;0.07;3981.00;20.00;0.50;203.00;3808.00;94.94
33;2021-07-29-2021-08-04;4122.00;6275.00;65.69;3876.00;2.00;0.05;3855.00;19.00;0.49;177.00;3708.00;95.44
33;2021-07-30-2021-08-05;4014.00;6111.00;65.68;3776.00;2.00;0.05;3759.00;16.00;0.42;148.00;3634.00;96.09
33;2021-07-31-2021-08-06;3940.00;6097.00;64.62;3711.00;2.00;0.05;3709.00;3.00;0.08;140.00;3574.00;96.23
33;2021-08-01-2021-08-07;3890.00;6071.00;64.08;3667.00;1.00;0.03;3664.00;3.00;0.08;143.00;3526.00;96.10
33;2021-08-02-2021-08-08;3878.00;6073.00;63.86;3657.00;1.00;0.03;3654.00;3.00;0.08;143.00;3517.00;96.09
40;2021-05-31-2021-06-06;10.00;408.00;2.45;7.00;0.00;0.00;5.00;0.00;0.00;1.00;5.00;83.33
40;2021-06-01-2021-06-07;15.00;392.00;3.83;12.00;0.00;0.00;11.00;0.00;0.00;1.00;11.00;91.67
40;2021-06-02-2021-06-08;22.00;363.00;6.06;19.00;0.00;0.00;14.00;0.00;0.00;2.00;12.00;85.71
40;2021-06-03-2021-06-09;22.00;312.00;7.05;19.00;0.00;0.00;15.00;0.00;0.00;2.00;13.00;86.67
40;2021-06-04-2021-06-10;21.00;292.00;7.19;19.00;0.00;0.00;15.00;0.00;0.00;4.00;11.00;73.33
40;2021-06-05-2021-06-11;24.00;268.00;8.96;23.00;0.00;0.00;19.00;0.00;0.00;5.00;14.00;73.68
40;2021-06-06-2021-06-12;34.00;265.00;12.83;33.00;0.00;0.00;29.00;0.00;0.00;9.00;20.00;68.97
40;2021-06-07-2021-06-13;34.00;266.00;12.78;33.00;0.00;0.00;29.00;0.00;0.00;9.00;20.00;68.97
40;2021-06-08-2021-06-14;57.00;243.00;23.46;55.00;0.00;0.00;50.00;0.00;0.00;23.00;28.00;54.90
40;2021-06-09-2021-06-15;74.00;235.00;31.49;73.00;0.00;0.00;72.00;0.00;0.00;31.00;42.00;57.53
40;2021-06-10-2021-06-16;93.00;246.00;37.80;92.00;0.00;0.00;91.00;0.00;0.00;34.00;58.00;63.04
40;2021-06-11-2021-06-17;100.00;249.00;40.16;99.00;0.00;0.00;98.00;0.00;0.00;34.00;65.00;65.66
40;2021-06-12-2021-06-18;142.00;292.00;48.63;140.00;0.00;0.00;139.00;0.00;0.00;38.00;102.00;72.86
40;2021-06-13-2021-06-19;139.00;290.00;47.93;137.00;0.00;0.00;136.00;0.00;0.00;35.00;102.00;74.45
40;2021-06-14-2021-06-20;140.00;289.00;48.44;138.00;0.00;0.00;137.00;0.00;0.00;35.00;103.00;74.64
40;2021-06-15-2021-06-21;136.00;286.00;47.55;135.00;0.00;0.00;135.00;0.00;0.00;23.00;112.00;82.96
40;2021-06-16-2021-06-22;120.00;279.00;43.01;116.00;0.00;0.00;116.00;0.00;0.00;15.00;101.00;87.07
40;2021-06-17-2021-06-23;133.00;292.00;45.55;127.00;0.00;0.00;127.00;0.00;0.00;15.00;112.00;88.19
40;2021-06-18-2021-06-24;161.00;303.00;53.14;152.00;0.00;0.00;152.00;0.00;0.00;21.00;131.00;86.18
40;2021-06-19-2021-06-25;146.00;276.00;52.90;134.00;2.00;1.47;136.00;0.00;0.00;25.00;111.00;81.62
40;2021-06-20-2021-06-26;150.00;285.00;52.63;138.00;2.00;1.43;140.00;0.00;0.00;28.00;112.00;80.00
40;2021-06-21-2021-06-27;149.00;284.00;52.46;137.00;2.00;1.44;139.00;0.00;0.00;28.00;111.00;79.86
